"Hour","Temperature","Humidity","Wind_speed","Visibility","Dew_point_temperature","Solar_Radiation","Rainfall","Snowfall","Seasons","Holiday","Functioning_Day"
21,NA,0.326530612244898,0.324324324324324,NA,0.257785467128028,0,0,0,4,1,2
22,0.277972027972028,0.306122448979592,0.108108108108108,1,0.231833910034602,0,0,0,4,1,2
23,NA,NA,0.189189189189189,NA,NA,0,0,0,4,1,2
0,0.253496503496503,NA,NA,0.988342625443487,0.242214532871972,0,0,0,4,1,2
1,NA,0.357142857142857,0.27027027027027,0.971109984794729,NA,0,0,0,4,1,2
2,0.23951048951049,0.387755102040816,0.162162162162162,NA,0.247404844290657,0,0,0,4,1,2
3,0.234265734265734,0.377551020408163,0.22972972972973,0.994424733907755,0.237024221453287,0,0,0,4,1,2
4,0.232517482517483,0.428571428571429,NA,0.971616827166751,NA,0,0,0,4,1,2
5,NA,0.448979591836735,0.121621621621622,0.987835783071465,NA,0,0,0,4,1,2
6,0.22027972027972,0.428571428571429,0.0945945945945946,0.989863152559554,0.250865051903114,0,0,0,4,1,2
7,0.216783216783217,0.418367346938776,0.0405405405405405,1,NA,0,0,0,4,1,2
8,0.216783216783217,0.387755102040816,0.0945945945945946,1,0.226643598615917,0.04,0,0,4,1,2
9,0.236013986013986,NA,0.0945945945945946,0.960973137354283,0.214532871972318,0.6,0,0,4,1,2
10,0.288461538461538,0.326530612244898,0.202702702702703,0.966041561074506,0.254325259515571,1.24,0,0,4,1,2
11,0.328671328671329,0.255102040816327,NA,0.889508362899138,NA,1.7,0,0,4,1,2
12,0.34965034965035,0.193877551020408,0.189189189189189,0.972630511910796,0.198961937716263,2.01,0,0,4,1,2
13,0.372377622377622,0.173469387755102,0.432432432432432,NA,0.195501730103806,2.2,0,0,4,1,2
14,NA,NA,0.445945945945946,0.987835783071465,NA,2.25,0,0,4,1,2
15,0.381118881118881,0.26530612244898,0.472972972972973,1,NA,1.75,0,0,4,1,2
16,0.368881118881119,NA,0.513513513513513,NA,NA,1.33,0,0,4,1,2
17,NA,NA,NA,0.989356310187532,0.401384083044983,0.76,0,0,4,1,2
18,0.335664335664336,0.571428571428571,0.432432432432432,NA,NA,0.22,0,0,4,1,2
19,0.321678321678322,NA,NA,0.96908261530664,NA,0,0,0,4,1,2
20,0.314685314685315,NA,NA,0.977698935631019,0.418685121107267,0,0,0,4,1,2
21,0.312937062937063,0.683673469387755,0.337837837837838,0.721743537759757,0.437716262975779,0,0,0,4,1,2
22,NA,0.714285714285714,0.459459459459459,0.596553471870248,0.43598615916955,0,0,0,4,1,2
23,0.276223776223776,0.520408163265306,0.432432432432432,0.663456664977192,0.342560553633218,0,0,0,4,1,2
0,NA,0.418367346938776,NA,NA,0.285467128027682,0,0,0,4,1,2
1,0.256993006993007,NA,NA,1,NA,0,0,0,4,1,2
2,NA,0.306122448979592,NA,1,0.204152249134948,0,0,0,4,1,2
3,0.232517482517483,0.285714285714286,0.405405405405405,1,0.178200692041523,0,0,0,4,1,2
4,0.22027972027972,0.285714285714286,0.337837837837838,NA,0.167820069204152,0,0,0,4,1,2
5,NA,0.316326530612245,0.310810810810811,0.999493157627978,NA,0,0,0,4,1,2
6,0.202797202797203,NA,0.337837837837838,1,0.179930795847751,0,0,0,4,1,2
7,0.192307692307692,0.326530612244898,0.216216216216216,1,NA,0,0,0,4,1,2
8,0.187062937062937,NA,0.22972972972973,0.995438418651799,0.153979238754325,0.04,0,0,4,1,2
9,NA,0.26530612244898,0.324324324324324,NA,0.134948096885813,0.64,0,0,4,1,2
10,0.236013986013986,0.214285714285714,NA,0.953370501773948,0.124567474048443,1.34,0,0,4,1,2
11,NA,0.193877551020408,NA,0.978205778003041,0.1280276816609,1.91,0,0,4,1,2
12,NA,0.173469387755102,0.202702702702703,NA,0.1280276816609,2.28,0,0,4,1,2
13,0.304195804195804,NA,0.324324324324324,0.968575772934617,0.115916955017301,2.46,0,0,4,1,2
14,NA,NA,0.54054054054054,NA,0.119377162629758,2.39,0,0,4,1,2
15,0.328671328671329,0.142857142857143,NA,NA,0.122837370242215,2.12,0,0,4,1,2
16,0.333916083916084,NA,NA,1,NA,1.63,0,0,4,1,2
17,0.321678321678322,0.173469387755102,0.445945945945946,NA,0.153979238754325,0.79,0,0,4,1,2
18,0.305944055944056,NA,0.256756756756757,NA,NA,0.2,0,0,4,1,2
19,0.284965034965035,0.326530612244898,0.337837837837838,1,NA,0,0,0,4,1,2
20,NA,0.387755102040816,0.27027027027027,1,NA,0,0,0,4,1,2
21,0.270979020979021,NA,NA,1,0.275086505190311,0,0,0,4,1,2
22,0.263986013986014,0.428571428571429,0.297297297297297,1,NA,0,0,0,4,1,2
23,0.26048951048951,0.316326530612245,NA,1,NA,0,0,0,4,1,2
0,0.248251748251748,0.336734693877551,NA,1,NA,0,0,0,4,2,2
1,0.234265734265734,0.336734693877551,NA,NA,0.214532871972318,0,0,0,4,2,2
2,NA,0.336734693877551,0.0135135135135135,1,0.209342560553633,0,0,0,4,2,2
3,0.232517482517483,NA,0,1,NA,0,0,0,4,2,2
4,0.23951048951049,0.275510204081633,0.0810810810810811,1,0.178200692041523,0,0,0,4,2,2
5,NA,NA,0.0675675675675676,NA,0.186851211072664,0,0,0,4,2,2
6,NA,NA,NA,1,0.198961937716263,0,0,0,4,2,2
7,0.230769230769231,NA,0.162162162162162,1,0.197231833910035,0,0,0,4,2,2
8,0.227272727272727,NA,NA,1,0.195501730103806,0.02,0,0,4,2,2
9,0.23951048951049,NA,0.0675675675675676,1,NA,0.28,0,0,4,2,2
10,0.27972027972028,NA,0.0810810810810811,NA,NA,0.8,0,0,4,2,2
11,0.311188811188811,0.204081632653061,0.108108108108108,0.987328940699442,0.178200692041523,1.05,0,0,4,2,2
12,0.34965034965035,NA,0.135135135135135,0.989356310187532,0.176470588235294,1.75,0,0,4,2,2
13,0.375874125874126,0.173469387755102,NA,1,0.198961937716263,1.98,0,0,4,2,2
14,NA,0.173469387755102,0.243243243243243,0.997972630511911,0.204152249134948,1.87,0,0,4,2,2
15,0.398601398601399,0.163265306122449,0.27027027027027,NA,0.204152249134948,1.42,0,0,4,2,2
16,0.40034965034965,NA,0.243243243243243,0.998986315255955,NA,1.17,0,0,4,2,2
17,0.384615384615385,0.173469387755102,0.337837837837838,0.994931576279777,0.205882352941177,0.66,0,0,4,2,2
18,0.36013986013986,NA,NA,1,0.264705882352941,0.22,0,0,4,2,2
19,NA,NA,NA,1,0.283737024221453,0,0,0,4,2,2
20,NA,0.336734693877551,0.256756756756757,1,0.290657439446367,0,0,0,4,2,2
21,0.314685314685315,0.326530612244898,0.148648648648649,0.975164723770907,NA,0,0,0,4,2,2
22,0.305944055944056,0.346938775510204,0.216216216216216,NA,NA,0,0,0,4,2,2
23,NA,NA,NA,0.905727318803852,NA,0,0,0,4,2,2
0,0.291958041958042,0.397959183673469,0.22972972972973,0.914850481500253,0.299307958477509,0,0,0,4,2,2
1,0.286713286713287,0.428571428571429,0.148648648648649,NA,0.311418685121107,0,0,0,4,2,2
2,0.286713286713287,NA,NA,0.788139888494678,NA,0,0,0,4,2,2
3,0.286713286713287,0.418367346938776,0.216216216216216,NA,0.306228373702422,0,0,0,4,2,2
4,0.277972027972028,0.448979591836735,NA,NA,NA,0,0,0,4,2,2
5,0.27972027972028,0.448979591836735,0.0675675675675676,0.930055752660922,NA,0,0,0,4,2,2
6,0.286713286713287,0.469387755102041,0.0405405405405405,NA,0.330449826989619,0,0,0,4,2,2
7,NA,0.459183673469388,0.121621621621622,NA,NA,0,0,0,4,2,2
8,0.29020979020979,0.520408163265306,0.108108108108108,NA,0.356401384083045,0.05,0,0,4,2,2
9,0.300699300699301,0.438775510204082,0.0675675675675676,0.79523568170299,NA,0.52,0,0,4,2,2
10,0.356643356643357,0.459183673469388,0.162162162162162,0.609731373542828,NA,1.17,0,0,4,2,2
11,0.386363636363636,0.448979591836735,0.310810810810811,0.539280283831728,0.410034602076125,1.77,0,0,4,2,2
12,NA,0.438775510204082,0.283783783783784,0.55955397871262,NA,1.38,0,0,4,2,2
13,NA,0.418367346938776,0.243243243243243,0.542321338063862,NA,1.03,0,0,4,2,2
14,NA,0.387755102040816,0.216216216216216,0.537252914343639,0.397923875432526,1.1,0,0,4,2,2
15,NA,0.357142857142857,0.351351351351351,0.488596046629498,0.391003460207613,1.2,0,0,4,2,2
16,0.421328671328671,0.357142857142857,0.391891891891892,0.552458185504308,0.391003460207613,1.1,0,0,4,2,2
17,0.410839160839161,0.36734693877551,0.405405405405405,NA,0.387543252595156,0.57,0,0,4,2,2
18,NA,0.438775510204082,0.324324324324324,0.461733400912316,NA,0.19,0,0,4,2,2
19,0.374125874125874,0.561224489795918,NA,NA,0.449826989619377,0,0,0,4,2,2
20,0.353146853146853,0.612244897959184,NA,0.321338063862139,0.451557093425606,0,0,0,4,2,2
21,NA,0.642857142857143,0.162162162162162,0.292448048656868,0.451557093425606,0,0,0,4,2,2
22,NA,0.704081632653061,0.0945945945945946,0.252407501267106,0.460207612456747,0,0,0,4,2,2
23,0.31993006993007,0.744897959183674,NA,0.221996958945768,NA,0,0,0,4,2,2
0,NA,0.76530612244898,0.310810810810811,0.186011150532184,0.461937716262976,0,0,0,4,2,2
1,0.302447552447552,NA,0.216216216216216,0.190065889508363,0.456747404844291,0,0,0,4,2,2
2,NA,NA,0.108108108108108,0.199695894576787,NA,0,0,0,4,2,2
3,0.288461538461538,0.816326530612245,0.0945945945945946,0.18499746578814,0.455017301038062,0,0,0,4,2,2
4,0.283216783216783,0.846938775510204,NA,NA,0.458477508650519,0,0,0,4,2,2
5,NA,NA,0.175675675675676,0.176381145463761,0.453287197231834,0,0,0,4,2,2
6,NA,0.836734693877551,0.243243243243243,0.179422199695895,0.448096885813149,0,0,0,4,2,2
7,0.272727272727273,0.775510204081633,NA,0.253421186011151,NA,0,0,0,4,2,2
8,NA,0.724489795918367,NA,NA,0.41522491349481,0.06,0,0,4,2,2
9,NA,NA,0.189189189189189,0.345666497719209,0.373702422145329,0.54,0,0,4,2,2
10,0.33041958041958,0.387755102040816,0.418918918918919,0.586416624429802,NA,1.13,0,0,4,2,2
11,0.36013986013986,0.357142857142857,0.527027027027027,0.627470856563609,NA,1.71,0,0,4,2,2
12,0.381118881118881,NA,NA,0.891028890015205,0.264705882352941,2.03,0,0,4,2,2
13,0.384615384615385,0.224489795918367,0.527027027027027,0.904713634059807,0.259515570934256,2.21,0,0,4,2,2
14,0.398601398601399,0.204081632653061,0.5,0.932083122149012,NA,2.12,0,0,4,2,2
15,NA,0.183673469387755,0.5,0.969589457678662,NA,1.82,0,0,4,2,2
16,0.40034965034965,NA,0.459459459459459,1,NA,1.2,0,0,4,2,2
17,NA,NA,0.486486486486486,1,0.224913494809689,0.58,0,0,4,2,2
18,NA,0.204081632653061,NA,NA,0.224913494809689,0.16,0,0,4,2,2
19,NA,NA,0.297297297297297,1,0.224913494809689,0,0,0,4,2,2
20,0.342657342657343,0.193877551020408,0.418918918918919,1,0.193771626297578,0,0,0,4,2,2
21,0.33041958041958,0.214285714285714,0.216216216216216,1,0.204152249134948,0,0,0,4,2,2
22,0.31993006993007,NA,0.391891891891892,NA,NA,0,0,0,4,2,2
23,NA,NA,NA,1,0.22318339100346,0,0,0,4,2,2
0,0.286713286713287,0.285714285714286,NA,NA,NA,0,0,0,4,2,2
1,0.272727272727273,0.316326530612245,0.148648648648649,NA,NA,0,0,0,4,2,2
2,NA,0.316326530612245,0.216216216216216,0.965027876330461,NA,0,0,0,4,2,2
3,0.251748251748252,0.326530612244898,NA,0.988342625443487,0.22318339100346,0,0,0,4,2,2
4,0.244755244755245,NA,0.148648648648649,1,NA,0,0,0,4,2,2
5,0.241258741258741,NA,NA,NA,0.231833910034602,0,0,0,4,2,2
6,0.241258741258741,0.346938775510204,0.459459459459459,1,0.226643598615917,0,0,0,4,2,2
7,0.23951048951049,0.357142857142857,NA,0.989863152559554,0.230103806228374,0,0,0,4,2,2
8,NA,0.36734693877551,0.256756756756757,0.977192093258996,0.23356401384083,0.06,0,0,4,2,2
9,0.244755244755245,0.285714285714286,0.22972972972973,0.951343132285859,0.190311418685121,0.63,0,0,4,2,2
10,0.27972027972028,NA,0.351351351351351,0.95590471363406,0.197231833910035,1.17,0,0,4,2,2
11,NA,0.224489795918367,NA,NA,0.200692041522491,1.57,0,0,4,2,2
12,0.34965034965035,NA,0.27027027027027,0.910795742524075,0.176470588235294,1.99,0,0,4,2,2
13,0.361888111888112,NA,NA,NA,0.14878892733564,2.14,0,0,4,2,2
14,NA,0.142857142857143,NA,0.992397364419666,0.153979238754325,2.49,0,0,4,2,2
15,NA,0.153061224489796,0.364864864864865,0.997465788139889,NA,2.21,0,0,4,2,2
16,0.375874125874126,0.142857142857143,NA,NA,0.15916955017301,1.71,0,0,4,2,2
17,NA,NA,NA,1,0.150519031141869,1,0,0,4,2,2
18,0.342657342657343,0.163265306122449,0.459459459459459,1,0.15916955017301,0.31,0,0,4,2,2
19,0.309440559440559,0.397959183673469,0.378378378378378,1,0.314878892733564,0,0,0,4,2,2
20,0.291958041958042,0.438775510204082,NA,1,NA,0,0,0,4,2,2
21,NA,NA,0.297297297297297,NA,NA,0,0,0,4,2,2
22,0.272727272727273,0.561224489795918,0.189189189189189,1,0.356401384083045,0,0,0,4,2,2
23,NA,NA,0.148648648648649,1,0.359861591695502,0,0,0,4,2,2
0,0.263986013986014,0.591836734693878,0.22972972972973,NA,0.359861591695502,0,0,0,4,2,2
1,NA,0.591836734693878,NA,NA,0.368512110726644,0,0,0,4,2,2
2,NA,0.581632653061224,NA,0.992397364419666,NA,0,0,0,4,2,2
3,0.262237762237762,0.581632653061224,NA,0.997465788139889,0.354671280276817,0,0,0,4,2,2
4,0.269230769230769,NA,0.0405405405405405,1,NA,0,0,0,4,2,2
5,0.269230769230769,NA,NA,0.991890522047643,0.368512110726644,0,0,0,4,2,2
6,0.258741258741259,NA,NA,0.997972630511911,0.370242214532872,0,0,0,4,2,2
7,0.246503496503497,0.653061224489796,0.0945945945945946,NA,0.365051903114187,0,0,0,4,2,2
8,NA,0.642857142857143,0.121621621621622,0.732894069944247,0.363321799307958,0.07,0,0,4,2,2
9,NA,0.520408163265306,0.121621621621622,NA,NA,0.58,0,0,4,2,2
10,NA,NA,0.148648648648649,NA,0.356401384083045,1.16,0,0,4,2,2
11,0.358391608391608,0.448979591836735,NA,NA,0.385813148788927,1.45,0,0,4,2,2
12,0.395104895104895,0.479591836734694,0.351351351351351,NA,0.434256055363322,1.72,0,0,4,2,2
13,0.38986013986014,NA,NA,0.547896604156107,NA,1.08,0,0,4,2,2
14,0.395104895104895,0.510204081632653,0.581081081081081,0.578307146477446,0.448096885813149,1.01,0,0,4,2,2
15,NA,NA,NA,0.563101875316776,0.44636678200692,0.96,0,0,4,2,2
16,NA,0.510204081632653,0.581081081081081,0.554485554992397,0.451557093425606,0.74,0,0,4,2,2
17,NA,0.530612244897959,NA,NA,0.453287197231834,0.5,0,0,4,2,2
18,0.379370629370629,NA,0.54054054054054,NA,0.460207612456747,0.18,0,0,4,2,2
19,NA,0.612244897959184,0.364864864864865,NA,0.468858131487889,0,0,0,4,2,2
20,0.363636363636364,0.63265306122449,NA,0.480486568677141,0.468858131487889,0,0,0,4,2,2
21,0.361888111888112,0.653061224489796,0.337837837837838,0.571211353269133,0.474048442906574,0,0,0,4,2,2
22,0.361888111888112,0.663265306122449,0.310810810810811,NA,NA,0,0,0,4,2,2
23,NA,NA,0.351351351351351,0.621388748099341,NA,0,0,0,4,2,2
0,0.340909090909091,NA,NA,0.0136847440446021,0.524221453287197,0,0.4,0.4,4,2,2
1,NA,NA,0.283783783783784,0.0461226558540294,NA,0,0,4,4,2,2
2,0.323426573426573,NA,NA,NA,0.532871972318339,0,0,4.1,4,2,2
3,NA,NA,NA,0.109477952356817,0.536332179930796,0,3.7,4.1,4,2,2
4,0.33041958041958,NA,0.337837837837838,0.108464267612772,0.538062283737024,0,0,3.9,4,2,2
5,0.328671328671329,NA,0.0945945945945946,0.116573745565129,0.524221453287197,0,0,3.8,4,2,2
6,0.318181818181818,0.969387755102041,0.0405405405405405,NA,NA,0,0,3.8,4,2,2
7,NA,0.989795918367347,NA,NA,NA,0,0,3.8,4,2,2
8,NA,0.989795918367347,NA,0.0861632032437912,0.519031141868512,0.05,0,3.7,4,2,2
9,NA,0.959183673469388,0.0810810810810811,0.0871768879878358,0.524221453287197,0.37,0,3.7,4,2,2
10,0.34965034965035,0.846938775510204,NA,0.0983274201723264,0.524221453287197,0.92,0,3.7,4,2,2
11,0.377622377622378,0.73469387755102,0.121621621621622,0.105930055752661,0.517301038062284,1.1,0,3.4,4,2,2
12,0.403846153846154,0.714285714285714,0.121621621621622,NA,0.532871972318339,1.73,0,1.7,4,2,2
13,0.428321678321678,0.653061224489796,NA,0.108464267612772,NA,1.94,0,0.6,4,2,2
14,0.447552447552448,0.581632653061224,0.283783783783784,0.126710593005575,0.525951557093426,1.39,0,0,4,2,2
15,0.454545454545455,NA,0.0810810810810811,NA,0.551903114186851,1.22,0,0,4,2,2
16,0.456293706293706,0.612244897959184,0.364864864864865,0.165737455651292,NA,0.36,0,0,4,2,2
17,NA,0.693877551020408,0.567567567567568,0.164723770907248,0.569204152249135,0.27,0,0,4,2,2
18,NA,0.714285714285714,NA,NA,0.569204152249135,0.08,0,0,4,2,2
19,0.431818181818182,NA,0.5,0.173340091231627,NA,0,0,0,4,2,2
20,0.423076923076923,0.785714285714286,0.378378378378378,NA,0.57439446366782,0,0,0,4,2,2
21,0.416083916083916,0.806122448979592,0.364864864864865,NA,0.57439446366782,0,0,0,4,2,2
22,0.410839160839161,NA,0.337837837837838,NA,0.57439446366782,0,0,0,4,2,2
23,0.407342657342657,NA,NA,0.117080587937152,NA,0,0,0,4,2,2
0,0.391608391608392,NA,NA,0.10795742524075,0.558823529411765,0,0,0,4,2,2
1,NA,0.846938775510204,NA,0.105423213380639,NA,0,0,0,4,2,2
2,0.375874125874126,0.836734693877551,0.216216216216216,0.102382159148505,0.544982698961938,0,0,0,4,2,2
3,0.372377622377622,0.836734693877551,0.391891891891892,0.0963000506842372,0.541522491349481,0,0,0,4,2,2
4,0.358391608391608,0.836734693877551,0.378378378378378,NA,0.529411764705882,0,0,0,4,2,2
5,0.342657342657343,NA,0.364864864864865,0.0947795235681703,0.519031141868512,0,0,0,4,2,2
6,0.332167832167832,0.846938775510204,0.337837837837838,NA,0.506920415224913,0,0,0,4,2,2
7,NA,NA,0.216216216216216,0.0932589964521034,0.505190311418685,0,0,0,4,2,2
8,NA,0.785714285714286,NA,NA,0.468858131487889,0.06,0,0,4,2,2
9,0.321678321678322,0.653061224489796,NA,NA,0.43598615916955,0.65,0,0,4,2,2
10,0.325174825174825,0.612244897959184,NA,0.238215914850481,0.42560553633218,0.71,0,0,4,2,2
11,NA,0.510204081632653,0.324324324324324,NA,0.406574394463668,1.1,0,0,4,2,2
12,0.381118881118881,0.377551020408163,0.189189189189189,NA,0.366782006920415,1.75,0,0,4,2,2
13,NA,NA,0.283783783783784,NA,0.333910034602076,2.08,0,0,4,2,2
14,0.431818181818182,0.193877551020408,0.256756756756757,NA,0.268166089965398,2.36,0,0,4,2,2
15,NA,NA,0.364864864864865,NA,0.314878892733564,1.95,0,0,4,2,2
16,0.414335664335664,0.214285714285714,0.405405405405405,0.931069437404967,0.273356401384083,1.34,0,0,4,2,2
17,0.396853146853147,0.285714285714286,0.418918918918919,0.734921439432337,0.320069204152249,0.77,0,0,4,2,2
18,0.372377622377622,0.306122448979592,NA,NA,0.314878892733564,0.31,0,0,4,2,2
19,0.347902097902098,0.275510204081633,0.378378378378378,0.940699442473391,NA,0.01,0,0,4,2,2
20,NA,NA,0.189189189189189,NA,0.290657439446367,0,0,0,4,2,2
21,0.323426573426573,NA,NA,0.960973137354283,0.278546712802768,0,0,0,4,2,2
22,0.312937062937063,0.326530612244898,0.121621621621622,0.968068930562595,0.27681660899654,0,0,0,4,2,2
23,0.300699300699301,0.397959183673469,0.175675675675676,0.863659401926001,0.307958477508651,0,0,0,4,2,2
0,NA,0.448979591836735,NA,NA,NA,0,0,0,4,2,2
1,NA,0.438775510204082,NA,0.894069944247339,0.316608996539792,0,0,0,4,2,2
2,0.284965034965035,NA,NA,0.870248352762291,0.328719723183391,0,0,0,4,2,2
3,NA,0.428571428571429,0.108108108108108,0.82159148504815,0.313148788927336,0,0,0,4,2,2
4,0.291958041958042,0.438775510204082,NA,0.775975671566143,0.320069204152249,0,0,0,4,2,2
5,0.298951048951049,0.418367346938776,0.121621621621622,NA,0.316608996539792,0,0,0,4,2,2
6,NA,NA,0.0810810810810811,0.767359351241764,0.330449826989619,0,0,0,4,2,2
7,0.293706293706294,0.479591836734694,0.121621621621622,0.772934617334009,0.34083044982699,0,0,0,4,2,2
8,0.288461538461538,NA,0.0810810810810811,0.795742524075013,NA,0.06,0,0,4,2,2
9,0.305944055944056,0.489795918367347,0.148648648648649,NA,0.356401384083045,0.43,0,0,4,2,2
10,0.347902097902098,0.428571428571429,0.148648648648649,0.779016725798277,NA,1.12,0,0,4,2,2
11,0.386363636363636,0.295918367346939,NA,0.641662442980233,NA,1.87,0,0,4,2,2
12,0.407342657342657,0.255102040816327,NA,0.823618854536239,0.304498269896194,2.28,0,0,4,2,2
13,0.417832167832168,0.224489795918367,NA,NA,NA,2.5,0,0,4,2,2
14,0.433566433566434,NA,NA,0.820070957932083,NA,2.52,0,0,4,2,2
15,NA,NA,NA,0.94931576279777,0.29757785467128,2.22,0,0,4,2,2
16,NA,NA,0.432432432432432,0.964521033958439,NA,1.73,0,0,4,2,2
17,0.431818181818182,0.255102040816327,NA,NA,0.325259515570934,1.07,0,0,4,2,2
18,0.402097902097902,0.306122448979592,0.378378378378378,NA,0.339100346020761,0.36,0,0,4,2,2
19,NA,NA,NA,0.900658895083629,NA,0.01,0,0,4,2,2
20,0.333916083916084,0.5,NA,0.839330968068931,0.387543252595156,0,0,0,4,2,2
21,0.314685314685315,0.561224489795918,0.337837837837838,0.970603142422707,0.396193771626298,0,0,0,4,2,2
22,0.311188811188811,0.551020408163265,0.337837837837838,0.964014191586417,0.387543252595156,0,0,0,4,2,2
23,0.305944055944056,0.591836734693878,0.135135135135135,NA,0.399653979238754,0,0,0,4,2,2
0,0.295454545454545,0.612244897959184,0.0945945945945946,0.920932589964521,0.396193771626298,0,0,0,4,2,2
1,0.29020979020979,0.642857142857143,0.121621621621622,0.921946274708566,0.403114186851211,0,0,0,4,2,2
2,NA,0.673469387755102,0.108108108108108,0.812975164723771,0.404844290657439,0,0,0,4,2,2
3,0.277972027972028,0.683673469387755,0.135135135135135,NA,NA,0,0,0,4,2,2
4,NA,NA,0.148648648648649,0.701469842878865,0.404844290657439,0,0,0,4,2,2
5,NA,0.744897959183674,0.108108108108108,0.561074505828687,0.41522491349481,0,0,0,4,2,2
6,0.263986013986014,0.73469387755102,0.0675675675675676,0.621388748099341,0.408304498269896,0,0,0,4,2,2
7,0.256993006993007,NA,0.108108108108108,NA,0.389273356401384,0,0,0,4,2,2
8,0.26048951048951,0.642857142857143,NA,0.688798783578307,NA,0.11,0,0,4,2,2
9,0.291958041958042,0.540816326530612,0.121621621621622,NA,NA,0.72,0,0,4,2,2
10,0.344405594405594,0.469387755102041,0.148648648648649,NA,0.382352941176471,1.39,0,0,4,2,2
11,NA,0.377551020408163,0.216216216216216,NA,NA,1.95,0,0,4,2,2
12,0.431818181818182,0.285714285714286,0.148648648648649,0.645717181956412,0.35121107266436,2.35,0,0,4,2,2
13,0.452797202797203,0.26530612244898,0.162162162162162,0.70704510897111,0.352941176470588,2.48,0,0,4,2,2
14,0.484265734265734,0.255102040816327,NA,0.696401419158642,0.370242214532872,2.43,0,0,4,2,2
15,0.491258741258741,0.23469387755102,0.283783783783784,0.653826659908768,NA,2.09,0,0,4,2,2
16,0.477272727272727,0.316326530612245,0.418918918918919,0.479472883933097,NA,1.54,0,0,4,2,2
17,0.463286713286713,0.306122448979592,0.418918918918919,0.552458185504308,0.392733564013841,0.96,0,0,4,2,2
18,NA,NA,0.310810810810811,0.694880892042575,0.339100346020761,0.33,0,0,4,2,2
19,NA,NA,NA,NA,0.344290657439446,0.01,0,0,4,2,2
20,0.386363636363636,0.326530612244898,NA,NA,0.34083044982699,0,0,0,4,2,2
21,0.368881118881119,NA,0.189189189189189,NA,NA,0,0,0,4,2,2
22,0.358391608391608,0.408163265306122,NA,NA,0.365051903114187,0,0,0,4,2,2
23,NA,0.397959183673469,0.0945945945945946,NA,NA,0,0,0,4,2,2
0,NA,0.408163265306122,0.243243243243243,0.541307653319818,NA,0,0,0,4,2,2
1,0.347902097902098,0.448979591836735,NA,0.547389761784085,0.375432525951557,0,0,0,4,2,2
2,0.337412587412587,0.448979591836735,0.162162162162162,0.533198175367461,0.366782006920415,0,0,0,4,2,2
3,NA,0.448979591836735,0.135135135135135,NA,0.359861591695502,0,0,0,4,2,2
4,0.326923076923077,NA,NA,0.564115560060821,NA,0,0,0,4,2,2
5,NA,NA,0.0135135135135135,NA,NA,0,0,0,4,2,2
6,0.321678321678322,0.510204081632653,NA,0.485554992397364,NA,0,0,0,4,2,2
7,0.333916083916084,NA,0.0945945945945946,NA,NA,0,0,0,4,2,2
8,0.346153846153846,0.520408163265306,0.0945945945945946,NA,NA,0,0,0,4,2,2
9,0.354895104895105,0.520408163265306,NA,0.425240750126711,0.41522491349481,0.07,0,0,4,2,2
10,NA,0.479591836734694,0.0945945945945946,0.40091231626964,0.410034602076125,0.22,0,0,4,2,2
11,NA,0.418367346938776,0.108108108108108,0.38773441459706,0.403114186851211,0.53,0,0,4,2,2
12,0.405594405594406,0.377551020408163,NA,NA,0.389273356401384,0.43,0,0,4,2,2
13,NA,0.397959183673469,0.0810810810810811,0.45818550430816,NA,0.35,0,0,4,2,2
14,0.421328671328671,0.408163265306122,0.108108108108108,0.464267612772428,NA,0.34,0,0,4,2,2
15,0.428321678321678,0.489795918367347,NA,NA,0.468858131487889,0.39,0,0,4,2,2
16,0.431818181818182,NA,0.148648648648649,NA,0.5,0.32,0,0,4,2,2
17,0.43006993006993,0.581632653061224,NA,0.302078053725291,0.51038062283737,0.16,0,0,4,2,2
18,NA,0.63265306122449,NA,0.250886974151039,0.527681660899654,0.05,0,0,4,2,2
19,0.417832167832168,0.448979591836735,NA,0.366447034972124,0.439446366782007,0,0,0,4,2,2
20,NA,0.448979591836735,0.175675675675676,0.357830714647745,0.43598615916955,0,0,0,4,2,2
21,NA,0.469387755102041,NA,0.354789660415611,0.442906574394464,0,0,0,4,2,2
22,0.405594405594406,NA,0.148648648648649,0.334515965534719,0.453287197231834,0,0,0,4,2,2
23,0.403846153846154,0.540816326530612,NA,0.281297516472377,NA,0,0,0,4,2,2
0,0.40034965034965,0.530612244897959,0.148648648648649,0.297516472377091,0.461937716262976,0,0,0,4,2,2
1,0.398601398601399,0.540816326530612,0.189189189189189,0.26862645717182,0.463667820069204,0,0,0,4,2,2
2,0.402097902097902,0.551020408163265,0.175675675675676,0.247845919918905,0.472318339100346,0,0,0,4,2,2
3,0.403846153846154,0.561224489795918,NA,0.233654333502281,0.477508650519031,0,0,0,4,2,2
4,0.405594405594406,0.571428571428571,NA,0.225544855549924,0.484429065743945,0,0,0,4,2,2
5,NA,NA,NA,0.207805372529143,NA,0,0,0,4,2,2
6,0.402097902097902,0.612244897959184,NA,0.204257475924987,0.496539792387543,0,0,0,4,2,2
7,NA,NA,NA,NA,0.498269896193772,0,0,0,4,2,2
8,NA,0.581632653061224,0.337837837837838,NA,NA,0.04,0,0,4,2,2
9,NA,0.561224489795918,NA,0.228585909782058,0.493079584775087,0.13,0,0,4,2,2
